INFO:root:Starting to read file blackscholes_four
INFO:root:Finished reading file blackscholes_four
INFO:root:Starting the computer
DEBUG:root:Current Cycle: 119000000
DEBUG:root:Current Cycle: 119500000
DEBUG:root:Current Cycle: 120000000
DEBUG:root:Current Cycle: 120500000
DEBUG:root:Current Cycle: 121000000
DEBUG:root:Current Cycle: 121500000
DEBUG:root:Current Cycle: 122000000
DEBUG:root:Current Cycle: 122500000
DEBUG:root:Current Cycle: 123000000
DEBUG:root:Current Cycle: 123500000
DEBUG:root:Current Cycle: 124000000
DEBUG:root:Current Cycle: 124500000
DEBUG:root:Current Cycle: 125000000
DEBUG:root:Current Cycle: 125500000
DEBUG:root:Current Cycle: 126000000
DEBUG:root:Current Cycle: 126500000
DEBUG:root:Current Cycle: 127000000
DEBUG:root:Current Cycle: 127500000
DEBUG:root:Current Cycle: 128000000
DEBUG:root:Current Cycle: 128500000
DEBUG:root:Current Cycle: 129000000
DEBUG:root:Current Cycle: 129500000
DEBUG:root:Current Cycle: 130000000
DEBUG:root:Current Cycle: 130500000
DEBUG:root:Current Cycle: 131000000
DEBUG:root:Current Cycle: 131500000
DEBUG:root:Current Cycle: 132000000
DEBUG:root:Current Cycle: 132500000
DEBUG:root:Current Cycle: 133000000
DEBUG:root:Current Cycle: 133500000
DEBUG:root:Current Cycle: 134000000
DEBUG:root:Current Cycle: 134500000
DEBUG:root:Current Cycle: 135000000
DEBUG:root:Current Cycle: 135500000
DEBUG:root:Current Cycle: 136000000
DEBUG:root:Current Cycle: 136500000
DEBUG:root:Current Cycle: 137000000
DEBUG:root:Current Cycle: 137500000
DEBUG:root:Current Cycle: 138000000
DEBUG:root:Current Cycle: 138500000
DEBUG:root:Current Cycle: 139000000
DEBUG:root:Current Cycle: 139500000
DEBUG:root:Current Cycle: 140000000
DEBUG:root:Current Cycle: 140500000
DEBUG:root:Current Cycle: 141000000
DEBUG:root:Current Cycle: 141500000
DEBUG:root:Current Cycle: 142000000
DEBUG:root:Current Cycle: 142500000
DEBUG:root:Current Cycle: 143000000
DEBUG:root:Current Cycle: 143500000
DEBUG:root:Current Cycle: 144000000
DEBUG:root:Current Cycle: 144500000
DEBUG:root:Current Cycle: 145000000
DEBUG:root:Current Cycle: 145500000
DEBUG:root:Current Cycle: 146000000
DEBUG:root:Current Cycle: 146500000
DEBUG:root:Current Cycle: 147000000
DEBUG:root:Current Cycle: 147500000
DEBUG:root:Current Cycle: 148000000
DEBUG:root:Current Cycle: 148500000
DEBUG:root:Current Cycle: 149000000
DEBUG:root:Current Cycle: 149500000
DEBUG:root:Current Cycle: 150000000
DEBUG:root:Current Cycle: 150500000
DEBUG:root:Current Cycle: 151000000
DEBUG:root:Current Cycle: 151500000
DEBUG:root:Current Cycle: 152000000
DEBUG:root:Current Cycle: 152500000
DEBUG:root:Current Cycle: 153000000
DEBUG:root:Current Cycle: 153500000
DEBUG:root:Current Cycle: 154000000
DEBUG:root:Current Cycle: 154500000
DEBUG:root:Current Cycle: 155000000
DEBUG:root:Current Cycle: 155500000
DEBUG:root:Current Cycle: 156000000
DEBUG:root:Current Cycle: 156500000
DEBUG:root:Current Cycle: 157000000
DEBUG:root:Current Cycle: 157500000
DEBUG:root:Current Cycle: 158000000
DEBUG:root:Current Cycle: 158500000
DEBUG:root:Current Cycle: 159000000
DEBUG:root:Current Cycle: 159500000
DEBUG:root:Current Cycle: 160000000
DEBUG:root:Current Cycle: 160500000
DEBUG:root:Current Cycle: 161000000
DEBUG:root:Current Cycle: 161500000
DEBUG:root:Current Cycle: 162000000
DEBUG:root:Current Cycle: 162500000
DEBUG:root:Current Cycle: 163000000
DEBUG:root:Current Cycle: 163500000
DEBUG:root:Current Cycle: 164000000
DEBUG:root:Current Cycle: 164500000
DEBUG:root:Current Cycle: 165000000
DEBUG:root:Current Cycle: 165500000
DEBUG:root:Current Cycle: 166000000
DEBUG:root:Current Cycle: 166500000
DEBUG:root:Current Cycle: 167000000
DEBUG:root:Current Cycle: 167500000
DEBUG:root:Current Cycle: 168000000
DEBUG:root:Current Cycle: 168500000
DEBUG:root:Current Cycle: 169000000
DEBUG:root:Current Cycle: 169500000
DEBUG:root:Current Cycle: 170000000
DEBUG:root:Current Cycle: 170500000
DEBUG:root:Current Cycle: 171000000
DEBUG:root:Current Cycle: 171500000
DEBUG:root:Current Cycle: 172000000
DEBUG:root:Current Cycle: 172500000
DEBUG:root:Current Cycle: 173000000
DEBUG:root:Current Cycle: 173500000
DEBUG:root:Current Cycle: 174000000
DEBUG:root:Current Cycle: 174500000
DEBUG:root:Current Cycle: 175000000
DEBUG:root:Current Cycle: 175500000
DEBUG:root:Current Cycle: 176000000
DEBUG:root:Current Cycle: 176500000
DEBUG:root:Current Cycle: 177000000
DEBUG:root:Current Cycle: 177500000
DEBUG:root:Current Cycle: 178000000
DEBUG:root:Current Cycle: 178500000
DEBUG:root:Current Cycle: 179000000
DEBUG:root:Current Cycle: 179500000
DEBUG:root:Current Cycle: 180000000
DEBUG:root:Current Cycle: 180500000
DEBUG:root:Current Cycle: 181000000
DEBUG:root:Current Cycle: 181500000
DEBUG:root:Current Cycle: 182000000
DEBUG:root:Current Cycle: 182500000
DEBUG:root:Current Cycle: 183000000
DEBUG:root:Current Cycle: 183500000
DEBUG:root:Current Cycle: 184000000
DEBUG:root:Current Cycle: 184500000
DEBUG:root:Current Cycle: 185000000
DEBUG:root:Current Cycle: 185500000
DEBUG:root:Current Cycle: 186000000
DEBUG:root:Current Cycle: 186500000
DEBUG:root:Current Cycle: 187000000
DEBUG:root:Current Cycle: 187500000
DEBUG:root:Current Cycle: 188000000
DEBUG:root:Current Cycle: 188500000
DEBUG:root:Current Cycle: 189000000
DEBUG:root:Current Cycle: 189500000
DEBUG:root:Current Cycle: 190000000
DEBUG:root:Current Cycle: 190500000
DEBUG:root:Current Cycle: 191000000
DEBUG:root:Current Cycle: 191500000
DEBUG:root:Current Cycle: 192000000
DEBUG:root:Current Cycle: 192500000
DEBUG:root:Current Cycle: 193000000
DEBUG:root:Current Cycle: 193500000
DEBUG:root:Current Cycle: 194000000
DEBUG:root:Current Cycle: 194500000
DEBUG:root:Current Cycle: 195000000
DEBUG:root:Current Cycle: 195500000
DEBUG:root:Current Cycle: 196000000
DEBUG:root:Current Cycle: 196500000
DEBUG:root:Current Cycle: 197000000
DEBUG:root:Current Cycle: 197500000
DEBUG:root:Current Cycle: 198000000
DEBUG:root:Current Cycle: 198500000
DEBUG:root:Current Cycle: 199000000
DEBUG:root:Current Cycle: 199500000
DEBUG:root:Current Cycle: 200000000
DEBUG:root:Current Cycle: 200500000
DEBUG:root:Current Cycle: 201000000
DEBUG:root:Current Cycle: 201500000
DEBUG:root:Current Cycle: 202000000
DEBUG:root:Current Cycle: 202500000
DEBUG:root:Current Cycle: 203000000
DEBUG:root:Current Cycle: 203500000
DEBUG:root:Current Cycle: 204000000
DEBUG:root:Current Cycle: 204500000
DEBUG:root:Current Cycle: 205000000
DEBUG:root:Current Cycle: 205500000
DEBUG:root:Current Cycle: 206000000
DEBUG:root:Current Cycle: 206500000
DEBUG:root:Current Cycle: 207000000
DEBUG:root:Current Cycle: 207500000
DEBUG:root:Current Cycle: 208000000
DEBUG:root:Current Cycle: 208500000
DEBUG:root:Current Cycle: 209000000
DEBUG:root:Current Cycle: 209500000
DEBUG:root:Current Cycle: 210000000
DEBUG:root:Current Cycle: 210500000
DEBUG:root:Current Cycle: 211000000
DEBUG:root:Current Cycle: 211500000
DEBUG:root:Current Cycle: 212000000
DEBUG:root:Current Cycle: 212500000
DEBUG:root:Current Cycle: 213000000
DEBUG:root:Current Cycle: 213500000
DEBUG:root:Current Cycle: 214000000
DEBUG:root:Current Cycle: 214500000
DEBUG:root:Current Cycle: 215000000
DEBUG:root:Current Cycle: 215500000
DEBUG:root:Current Cycle: 216000000
DEBUG:root:Current Cycle: 216500000
DEBUG:root:Current Cycle: 217000000
DEBUG:root:Current Cycle: 217500000
DEBUG:root:Current Cycle: 218000000
DEBUG:root:Current Cycle: 218500000
DEBUG:root:Current Cycle: 219000000
DEBUG:root:Current Cycle: 219500000
DEBUG:root:Current Cycle: 220000000
DEBUG:root:Current Cycle: 220500000
DEBUG:root:Current Cycle: 221000000
DEBUG:root:Current Cycle: 221500000
DEBUG:root:Current Cycle: 222000000
DEBUG:root:Current Cycle: 222500000
DEBUG:root:Current Cycle: 223000000
DEBUG:root:Current Cycle: 223500000
DEBUG:root:Current Cycle: 224000000
DEBUG:root:Current Cycle: 224500000
DEBUG:root:Current Cycle: 225000000
DEBUG:root:Current Cycle: 225500000
DEBUG:root:Current Cycle: 226000000
DEBUG:root:Current Cycle: 226500000
DEBUG:root:Current Cycle: 227000000
DEBUG:root:Current Cycle: 227500000
DEBUG:root:Current Cycle: 228000000
DEBUG:root:Current Cycle: 228500000
DEBUG:root:Current Cycle: 229000000
DEBUG:root:Current Cycle: 229500000
DEBUG:root:Current Cycle: 230000000
DEBUG:root:Current Cycle: 230500000
DEBUG:root:Current Cycle: 231000000
DEBUG:root:Current Cycle: 231500000
DEBUG:root:Current Cycle: 232000000
DEBUG:root:Current Cycle: 232500000
DEBUG:root:Current Cycle: 233000000
DEBUG:root:Current Cycle: 233500000
DEBUG:root:Current Cycle: 234000000
DEBUG:root:Current Cycle: 234500000
DEBUG:root:Current Cycle: 235000000
DEBUG:root:Current Cycle: 235500000
DEBUG:root:Current Cycle: 236000000
DEBUG:root:Current Cycle: 236500000
DEBUG:root:Current Cycle: 237000000
DEBUG:root:Current Cycle: 237500000
DEBUG:root:Current Cycle: 238000000
DEBUG:root:Current Cycle: 238500000
DEBUG:root:Current Cycle: 239000000
DEBUG:root:Current Cycle: 239500000
DEBUG:root:Current Cycle: 240000000
DEBUG:root:Current Cycle: 240500000
DEBUG:root:Current Cycle: 241000000
DEBUG:root:Current Cycle: 241500000
DEBUG:root:Current Cycle: 242000000
DEBUG:root:Current Cycle: 242500000
DEBUG:root:Current Cycle: 243000000
DEBUG:root:Current Cycle: 243500000
DEBUG:root:Current Cycle: 244000000
DEBUG:root:Current Cycle: 244500000
DEBUG:root:Current Cycle: 245000000
DEBUG:root:Current Cycle: 245500000
DEBUG:root:Current Cycle: 246000000
DEBUG:root:Current Cycle: 246500000
DEBUG:root:Current Cycle: 247000000
DEBUG:root:Current Cycle: 247500000
DEBUG:root:Current Cycle: 248000000
DEBUG:root:Current Cycle: 248500000
DEBUG:root:Current Cycle: 249000000
DEBUG:root:Current Cycle: 249500000
DEBUG:root:Current Cycle: 250000000
DEBUG:root:Current Cycle: 250500000
DEBUG:root:Current Cycle: 251000000
DEBUG:root:Current Cycle: 251500000
DEBUG:root:Current Cycle: 252000000
DEBUG:root:Current Cycle: 252500000
DEBUG:root:Current Cycle: 253000000
DEBUG:root:Current Cycle: 253500000
DEBUG:root:Current Cycle: 254000000
DEBUG:root:Current Cycle: 254500000
DEBUG:root:Current Cycle: 255000000
DEBUG:root:Current Cycle: 255500000
DEBUG:root:Current Cycle: 256000000
DEBUG:root:Current Cycle: 256500000
DEBUG:root:Current Cycle: 257000000
DEBUG:root:Current Cycle: 257500000
DEBUG:root:Current Cycle: 258000000
DEBUG:root:Current Cycle: 258500000
DEBUG:root:Current Cycle: 259000000
INFO:root:Overall Execution Cycle: 259050598
INFO:root:Core 0 cycle: 257083721
INFO:root:Core 1 cycle: 256315521
INFO:root:Core 2 cycle: 255672323
INFO:root:Core 3 cycle: 259050597
INFO:root:Core 0 compute cycles: 10394904
INFO:root:Core 1 compute cycles: 10430314
INFO:root:Core 2 compute cycles: 10383276
INFO:root:Core 3 compute cycles: 10430338
INFO:root:Core 0 load/store count: 2503127
INFO:root:Core 1 load/store count: 2497349
INFO:root:Core 2 load/store count: 2490468
INFO:root:Core 3 load/store count: 2509057
INFO:root:Core 0 idle cycle count: 158224091
INFO:root:Core 1 idle cycle count: 157639917
INFO:root:Core 2 idle cycle count: 157375751
INFO:root:Core 3 idle cycle count: 158280803
DEBUG:root:0 hit is 1277193
INFO:root:Core 0 cache miss rate: 0.4897610069325288
INFO:root:Core 0 cache hit rate: 0.5102389930674712
DEBUG:root:1 hit is 1275355
INFO:root:Core 1 cache miss rate: 0.4893164711860457
INFO:root:Core 1 cache hit rate: 0.5106835288139543
DEBUG:root:2 hit is 1271178
INFO:root:Core 2 cache miss rate: 0.4895826808455278
INFO:root:Core 2 cache hit rate: 0.5104173191544722
DEBUG:root:3 hit is 1273274
INFO:root:Core 3 cache miss rate: 0.49252886642272375
INFO:root:Core 3 cache hit rate: 0.5074711335772762
INFO:root:Data traffic on bus: 7808380 bytes
INFO:root:Invalidations or updates on bus: 1729496
INFO:root:Core 0 shared access: 107133
INFO:root:Core 0 private access: 1170060
INFO:root:Core 0 access distribution (shared / private): 0.08388160599063728
INFO:root:Core 1 shared access: 106912
INFO:root:Core 1 private access: 1168443
INFO:root:Core 1 access distribution (shared / private): 0.08382920833807057
INFO:root:Core 2 shared access: 105573
INFO:root:Core 2 private access: 1165605
INFO:root:Core 2 access distribution (shared / private): 0.0830513114607081
INFO:root:Core 3 shared access: 106661
INFO:root:Core 3 private access: 1166613
INFO:root:Core 3 access distribution (shared / private): 0.08376908662236093
INFO:root:Logging complete!
INFO:root:Closing the computer
